status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk,age_original,combined_group,sample_weight,personal_status_sex_age_combined
... >= 200 DM / salary for at least 1 year,12,existing credits paid back duly till now,radio/television,2251,... < 100 DM,1 <= ... < 4 years,1,female : divorced/separated/married,none,2,car or other,Mid-Career,none,own,1,unskilled - resident,1,no,yes,1,46,female : divorced/separated/married_Mid-Career,0.6363636363636364,female : divorced/separated/married_Mid-Career
0 <= ... < 200 DM,30,existing credits paid back duly till now,car (new),2150,... < 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,guarantor,2,unknown/no property,Young,bank,own,1,skilled employee/official,1,no,yes,0,24,female : divorced/separated/married_Young,1.2133333333333334,female : divorced/separated/married_Young
no checking account,24,delay in paying off in the past,radio/television,4151,100 <= ... < 500 DM,1 <= ... < 4 years,2,male : single,none,3,building society savings agreement/life insurance,Early-Middle,none,own,2,skilled employee/official,1,no,yes,1,35,male : single_Early-Middle,0.6355421686746988,male : single_Early-Middle
0 <= ... < 200 DM,9,existing credits paid back duly till now,radio/television,2030,unknown/no savings account,4 <= ... < 7 years,2,male : single,none,1,car or other,Young,none,own,1,skilled employee/official,1,yes,yes,1,24,male : single_Young,0.7429906542056075,male : single_Young
0 <= ... < 200 DM,60,delay in paying off in the past,domestic appliances,7418,unknown/no savings account,1 <= ... < 4 years,1,male : single,none,1,real estate,Young,none,own,1,unskilled - resident,1,no,yes,1,27,male : single_Young,0.7429906542056075,male : single_Young
no checking account,24,critical account/other credits existing,domestic appliances,2684,... < 100 DM,1 <= ... < 4 years,4,male : single,none,2,real estate,Early-Middle,none,own,2,unskilled - resident,1,no,yes,1,35,male : single_Early-Middle,0.6355421686746988,male : single_Early-Middle
... < 100 DM,12,all credits at this bank paid back duly,domestic appliances,2149,... < 100 DM,1 <= ... < 4 years,4,male : divorced/separated,none,1,unknown/no property,Young,none,for free,1,skilled employee/official,1,no,yes,0,29,male : divorced/separated_Young,1.25,male : divorced/separated_Young
no checking account,15,existing credits paid back duly till now,car (used),3812,100 <= ... < 500 DM,... < 1 year,1,female : divorced/separated/married,none,4,car or other,Young,none,own,1,skilled employee/official,1,yes,yes,1,23,female : divorced/separated/married_Young,0.8504672897196262,female : divorced/separated/married_Young
no checking account,11,critical account/other credits existing,domestic appliances,1154,100 <= ... < 500 DM,unemployed,4,female : divorced/separated/married,none,4,real estate,Late-Career,none,own,3,unskilled - resident,1,no,yes,1,57,female : divorced/separated/married_Late-Career,0.6052631578947368,female : divorced/separated/married_Late-Career
... < 100 DM,12,existing credits paid back duly till now,radio/television,1657,... < 100 DM,1 <= ... < 4 years,2,male : single,none,2,real estate,Young,none,own,1,skilled employee/official,1,no,yes,1,27,male : single_Young,0.7429906542056075,male : single_Young
... < 100 DM,24,existing credits paid back duly till now,domestic appliances,1603,... < 100 DM,... >= 7 years,4,female : divorced/separated/married,none,4,car or other,Mid-Career,none,own,1,skilled employee/official,1,no,yes,1,55,female : divorced/separated/married_Mid-Career,0.6363636363636364,female : divorced/separated/married_Mid-Career
... < 100 DM,18,critical account/other credits existing,car (new),5302,... < 100 DM,... >= 7 years,2,male : single,none,4,unknown/no property,Early-Middle,none,for free,3,management/self-employed/highly qualified employee/officer,1,yes,yes,1,36,male : single_Early-Middle,0.6355421686746988,male : single_Early-Middle
no checking account,12,critical account/other credits existing,retraining,2748,... < 100 DM,... >= 7 years,2,female : divorced/separated/married,none,4,unknown/no property,Late-Career,bank,for free,3,unskilled - resident,1,no,yes,1,57,female : divorced/separated/married_Late-Career,0.6052631578947368,female : divorced/separated/married_Late-Career
no checking account,10,critical account/other credits existing,car (new),1231,... < 100 DM,... >= 7 years,3,male : single,none,4,real estate,Early-Middle,none,own,2,unskilled - resident,2,no,no,1,32,male : single_Early-Middle,0.6355421686746988,male : single_Early-Middle
0 <= ... < 200 DM,15,existing credits paid back duly till now,domestic appliances,802,... < 100 DM,... >= 7 years,4,male : single,none,3,car or other,Early-Middle,none,own,1,skilled employee/official,2,no,yes,0,37,male : single_Early-Middle,2.344444444444445,male : single_Early-Middle
no checking account,36,critical account/other credits existing,others,6304,unknown/no savings account,... >= 7 years,4,male : single,none,4,real estate,Early-Middle,none,own,2,skilled employee/official,1,no,yes,1,36,male : single_Early-Middle,0.6355421686746988,male : single_Early-Middle
no checking account,24,existing credits paid back duly till now,domestic appliances,1533,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,3,car or other,Early-Middle,stores,own,1,skilled employee/official,1,yes,yes,1,38,female : divorced/separated/married_Early-Middle,0.75,female : divorced/separated/married_Early-Middle
... < 100 DM,14,existing credits paid back duly till now,car (new),8978,... < 100 DM,... >= 7 years,1,male : divorced/separated,none,4,building society savings agreement/life insurance,Mid-Career,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,no,0,45,male : divorced/separated_Mid-Career,1.5,male : divorced/separated_Mid-Career
no checking account,24,existing credits paid back duly till now,domestic appliances,999,unknown/no savings account,... >= 7 years,4,male : single,none,2,car or other,Young,none,own,2,skilled employee/official,1,no,yes,1,25,male : single_Young,0.7429906542056075,male : single_Young
no checking account,18,existing credits paid back duly till now,car (new),2662,unknown/no savings account,4 <= ... < 7 years,4,male : single,none,3,building society savings agreement/life insurance,Early-Middle,none,own,1,skilled employee/official,1,no,no,1,32,male : single_Early-Middle,0.6355421686746988,male : single_Early-Middle
no checking account,12,critical account/other credits existing,radio/television,1402,500 <= ... < 1000 DM,4 <= ... < 7 years,3,female : divorced/separated/married,none,4,car or other,Early-Middle,none,rent,1,skilled employee/official,1,yes,yes,1,37,female : divorced/separated/married_Early-Middle,0.75,female : divorced/separated/married_Early-Middle
0 <= ... < 200 DM,48,all credits at this bank paid back duly,car (new),12169,unknown/no savings account,unemployed,4,male : single,co-applicant,4,unknown/no property,Early-Middle,none,for free,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1,36,male : single_Early-Middle,0.6355421686746988,male : single_Early-Middle
0 <= ... < 200 DM,48,existing credits paid back duly till now,domestic appliances,3060,... < 100 DM,4 <= ... < 7 years,4,male : single,none,4,real estate,Young,none,own,2,skilled employee/official,1,no,yes,0,28,male : single_Young,1.5288461538461535,male : single_Young
... < 100 DM,30,existing credits paid back duly till now,education,11998,... < 100 DM,... < 1 year,1,male : divorced/separated,none,1,unknown/no property,Early-Middle,none,own,1,unskilled - resident,1,yes,yes,0,34,male : divorced/separated_Early-Middle,1.05,male : divorced/separated_Early-Middle
no checking account,9,existing credits paid back duly till now,domestic appliances,2697,... < 100 DM,1 <= ... < 4 years,1,male : single,none,2,real estate,Early-Middle,none,own,1,skilled employee/official,2,no,yes,1,32,male : single_Early-Middle,0.6355421686746988,male : single_Early-Middle
no checking account,18,critical account/other credits existing,domestic appliances,2404,... < 100 DM,1 <= ... < 4 years,2,female : divorced/separated/married,none,2,car or other,Young,none,own,2,skilled employee/official,1,no,yes,1,26,female : divorced/separated/married_Young,0.8504672897196262,female : divorced/separated/married_Young
... < 100 DM,12,existing credits paid back duly till now,radio/television,1262,unknown/no savings account,... >= 7 years,2,male : divorced/separated,none,4,building society savings agreement/life insurance,Mid-Career,none,own,1,unskilled - resident,1,yes,yes,1,49,male : divorced/separated_Mid-Career,0.75,male : divorced/separated_Mid-Career
no checking account,6,existing credits paid back duly till now,radio/television,4611,... < 100 DM,... < 1 year,1,female : divorced/separated/married,none,4,building society savings agreement/life insurance,Early-Middle,none,own,1,skilled employee/official,1,no,yes,0,32,female : divorced/separated/married_Early-Middle,1.5,female : divorced/separated/married_Early-Middle
no checking account,24,existing credits paid back duly till now,domestic appliances,1901,100 <= ... < 500 DM,1 <= ... < 4 years,4,male : single,none,4,car or other,Young,none,rent,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1,29,male : single_Young,0.7429906542056075,male : single_Young
no checking account,15,critical account/other credits existing,car (used),3368,... >= 1000 DM,... >= 7 years,3,male : single,none,4,unknown/no property,Young,none,rent,2,skilled employee/official,1,yes,yes,1,23,male : single_Young,0.7429906542056075,male : single_Young
no checking account,12,existing credits paid back duly till now,radio/television,1574,... < 100 DM,1 <= ... < 4 years,4,male : single,none,2,real estate,Mid-Career,none,own,1,skilled employee/official,1,no,yes,1,50,male : single_Mid-Career,0.6818181818181818,male : single_Mid-Career
... >= 200 DM / salary for at least 1 year,18,all credits at this bank paid back duly,domestic appliances,1445,unknown/no savings account,4 <= ... < 7 years,4,male : single,none,4,car or other,Mid-Career,bank,own,1,unskilled - resident,1,no,yes,1,49,male : single_Mid-Career,0.6818181818181818,male : single_Mid-Career
no checking account,15,critical account/other credits existing,radio/television,1520,unknown/no savings account,... >= 7 years,4,male : single,none,4,building society savings agreement/life insurance,Late-Career,none,own,1,skilled employee/official,1,no,yes,1,63,male : single_Late-Career,0.7166666666666667,male : single_Late-Career
0 <= ... < 200 DM,24,critical account/other credits existing,car (new),3878,100 <= ... < 500 DM,... < 1 year,4,male : divorced/separated,none,2,car or other,Early-Middle,none,own,1,skilled employee/official,1,yes,yes,1,37,male : divorced/separated_Early-Middle,0.9545454545454546,male : divorced/separated_Early-Middle
... < 100 DM,47,existing credits paid back duly till now,car (new),10722,... < 100 DM,... < 1 year,1,female : divorced/separated/married,none,1,real estate,Early-Middle,none,own,1,unskilled - resident,1,yes,yes,1,35,female : divorced/separated/married_Early-Middle,0.75,female : divorced/separated/married_Early-Middle
... < 100 DM,48,existing credits paid back duly till now,car (used),4788,... < 100 DM,4 <= ... < 7 years,4,male : single,none,3,building society savings agreement/life insurance,Young,none,own,1,skilled employee/official,2,no,yes,1,26,male : single_Young,0.7429906542056075,male : single_Young
0 <= ... < 200 DM,48,delay in paying off in the past,furniture/equipment,7582,100 <= ... < 500 DM,unemployed,2,male : single,none,4,unknown/no property,Early-Middle,none,for free,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1,31,male : single_Early-Middle,0.6355421686746988,male : single_Early-Middle
0 <= ... < 200 DM,12,existing credits paid back duly till now,domestic appliances,1092,... < 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,guarantor,4,real estate,Mid-Career,none,own,2,skilled employee/official,1,yes,yes,1,49,female : divorced/separated/married_Mid-Career,0.6363636363636364,female : divorced/separated/married_Mid-Career
... < 100 DM,24,delay in paying off in the past,domestic appliances,1024,... < 100 DM,... < 1 year,4,male : married/widowed,none,4,real estate,Mid-Career,stores,own,1,skilled employee/official,1,no,yes,0,48,male : married/widowed_Mid-Career,1.8333333333333333,male : married/widowed_Mid-Career
no checking account,12,existing credits paid back duly till now,others,1076,... < 100 DM,1 <= ... < 4 years,2,male : married/widowed,none,2,real estate,Young,none,own,1,skilled employee/official,1,yes,no,1,26,male : married/widowed_Young,0.6976744186046512,male : married/widowed_Young
0 <= ... < 200 DM,36,existing credits paid back duly till now,car (used),9398,... < 100 DM,... < 1 year,1,male : married/widowed,none,4,car or other,Young,none,rent,1,management/self-employed/highly qualified employee/officer,1,yes,yes,0,28,male : married/widowed_Young,1.7647058823529411,male : married/widowed_Young
