status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,age_original,credit_risk,personal_status_sex_age_combined
... >= 200 DM / salary for at least 1 year,12,all credits at this bank paid back duly,others,609,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,1,real estate,Young,none,own,1,unemployed/unskilled - non-resident,1,no,yes,26,0,female : divorced/separated/married_Young
no checking account,12,existing credits paid back duly till now,car (new),1884,... < 100 DM,... >= 7 years,4,male : single,none,4,car or other,Early-Middle,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,39,1,male : single_Early-Middle
... < 100 DM,12,existing credits paid back duly till now,radio/television,1620,... < 100 DM,1 <= ... < 4 years,2,female : divorced/separated/married,co-applicant,3,building society savings agreement/life insurance,Young,none,own,1,skilled employee/official,1,no,yes,30,1,female : divorced/separated/married_Young
0 <= ... < 200 DM,20,delay in paying off in the past,furniture/equipment,2629,... < 100 DM,1 <= ... < 4 years,2,male : single,none,3,car or other,Young,bank,own,2,skilled employee/official,1,yes,yes,29,1,male : single_Young
no checking account,12,existing credits paid back duly till now,retraining,719,... < 100 DM,... >= 7 years,4,male : single,none,4,car or other,Mid-Career,bank,own,1,unskilled - resident,2,no,yes,41,0,male : single_Mid-Career
0 <= ... < 200 DM,48,critical account/other credits existing,radio/television,5096,... < 100 DM,1 <= ... < 4 years,2,female : divorced/separated/married,none,3,car or other,Young,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,30,0,female : divorced/separated/married_Young
no checking account,9,critical account/other credits existing,retraining,1244,unknown/no savings account,... >= 7 years,4,female : divorced/separated/married,none,4,building society savings agreement/life insurance,Mid-Career,none,rent,2,unskilled - resident,1,no,yes,41,1,female : divorced/separated/married_Mid-Career
... < 100 DM,36,existing credits paid back duly till now,car (new),1842,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,4,car or other,Early-Middle,none,own,1,skilled employee/official,1,yes,yes,34,0,female : divorced/separated/married_Early-Middle
0 <= ... < 200 DM,7,existing credits paid back duly till now,domestic appliances,2576,... < 100 DM,1 <= ... < 4 years,2,male : single,guarantor,2,real estate,Early-Middle,none,own,1,skilled employee/official,1,no,yes,35,1,male : single_Early-Middle
... >= 200 DM / salary for at least 1 year,12,existing credits paid back duly till now,radio/television,1424,unknown/no savings account,... >= 7 years,3,female : divorced/separated/married,none,4,real estate,Mid-Career,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,55,1,female : divorced/separated/married_Mid-Career
0 <= ... < 200 DM,15,delay in paying off in the past,education,1512,... >= 1000 DM,1 <= ... < 4 years,3,male : married/widowed,none,3,building society savings agreement/life insurance,Late-Career,stores,own,2,skilled employee/official,1,no,yes,61,0,male : married/widowed_Late-Career
no checking account,36,critical account/other credits existing,car (used),11054,unknown/no savings account,1 <= ... < 4 years,4,male : single,none,2,car or other,Young,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,30,1,male : single_Young
no checking account,6,existing credits paid back duly till now,domestic appliances,518,... < 100 DM,1 <= ... < 4 years,3,female : divorced/separated/married,none,1,real estate,Young,none,own,1,skilled employee/official,1,no,yes,29,1,female : divorced/separated/married_Young
no checking account,12,no credits taken/all credits paid back duly,radio/television,2759,... < 100 DM,... >= 7 years,2,male : single,none,4,building society savings agreement/life insurance,Early-Middle,none,own,2,skilled employee/official,1,no,yes,34,1,male : single_Early-Middle
no checking account,24,existing credits paid back duly till now,car (used),2670,... < 100 DM,... >= 7 years,4,male : single,none,4,car or other,Early-Middle,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,35,1,male : single_Early-Middle
... < 100 DM,24,existing credits paid back duly till now,car (new),4817,... < 100 DM,4 <= ... < 7 years,2,male : single,co-applicant,3,building society savings agreement/life insurance,Early-Middle,none,own,1,skilled employee/official,1,yes,yes,31,0,male : single_Early-Middle
no checking account,24,existing credits paid back duly till now,car (used),2679,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,1,unknown/no property,Young,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,29,1,female : divorced/separated/married_Young
... < 100 DM,11,critical account/other credits existing,car (new),3905,... < 100 DM,1 <= ... < 4 years,2,male : single,none,2,real estate,Early-Middle,none,rent,2,skilled employee/official,2,no,yes,36,1,male : single_Early-Middle
... < 100 DM,12,existing credits paid back duly till now,car (used),3386,... < 100 DM,... >= 7 years,3,male : single,none,4,unknown/no property,Early-Middle,none,for free,1,skilled employee/official,1,yes,yes,35,0,male : single_Early-Middle
... < 100 DM,6,existing credits paid back duly till now,repairs,343,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,1,real estate,Young,none,own,1,skilled employee/official,1,no,yes,27,1,female : divorced/separated/married_Young
no checking account,18,existing credits paid back duly till now,domestic appliances,4594,... < 100 DM,... < 1 year,3,male : single,none,2,car or other,Early-Middle,none,own,1,skilled employee/official,1,yes,yes,32,1,male : single_Early-Middle
... < 100 DM,36,existing credits paid back duly till now,radio/television,3620,... < 100 DM,1 <= ... < 4 years,1,male : single,guarantor,2,building society savings agreement/life insurance,Early-Middle,none,own,1,skilled employee/official,2,no,yes,37,1,male : single_Early-Middle
... < 100 DM,15,existing credits paid back duly till now,car (new),1721,... < 100 DM,... < 1 year,2,male : single,none,3,real estate,Early-Middle,none,own,1,skilled employee/official,1,no,yes,36,1,male : single_Early-Middle
0 <= ... < 200 DM,12,existing credits paid back duly till now,radio/television,3017,... < 100 DM,... < 1 year,3,female : divorced/separated/married,none,1,real estate,Early-Middle,none,rent,1,management/self-employed/highly qualified employee/officer,1,no,yes,34,1,female : divorced/separated/married_Early-Middle
0 <= ... < 200 DM,12,existing credits paid back duly till now,business,754,unknown/no savings account,... >= 7 years,4,male : single,none,4,building society savings agreement/life insurance,Early-Middle,none,own,2,skilled employee/official,1,no,yes,38,1,male : single_Early-Middle
no checking account,18,existing credits paid back duly till now,others,1950,... < 100 DM,4 <= ... < 7 years,4,male : single,none,1,car or other,Early-Middle,stores,own,2,skilled employee/official,1,yes,yes,34,1,male : single_Early-Middle
... < 100 DM,24,existing credits paid back duly till now,car (used),2924,... < 100 DM,1 <= ... < 4 years,3,male : single,guarantor,4,unknown/no property,Late-Career,bank,own,1,skilled employee/official,2,yes,yes,63,1,male : single_Late-Career
... < 100 DM,24,delay in paying off in the past,domestic appliances,1659,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,2,car or other,Young,none,rent,1,unskilled - resident,1,yes,yes,29,0,female : divorced/separated/married_Young
no checking account,48,delay in paying off in the past,domestic appliances,7238,unknown/no savings account,... >= 7 years,3,male : single,none,3,car or other,Early-Middle,bank,own,2,skilled employee/official,2,no,yes,32,1,male : single_Early-Middle
no checking account,33,delay in paying off in the past,others,2764,... < 100 DM,1 <= ... < 4 years,2,female : divorced/separated/married,none,2,car or other,Young,none,own,2,skilled employee/official,1,yes,yes,26,1,female : divorced/separated/married_Young
no checking account,24,delay in paying off in the past,car (used),4679,... < 100 DM,4 <= ... < 7 years,3,male : single,none,3,car or other,Early-Middle,none,own,2,unskilled - resident,1,yes,yes,35,1,male : single_Early-Middle
0 <= ... < 200 DM,24,existing credits paid back duly till now,domestic appliances,3092,100 <= ... < 500 DM,... < 1 year,3,male : married/widowed,none,2,car or other,Young,none,rent,1,skilled employee/official,1,yes,yes,22,0,male : married/widowed_Young
... < 100 DM,6,existing credits paid back duly till now,retraining,448,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,4,building society savings agreement/life insurance,Young,none,own,1,skilled employee/official,1,no,yes,23,0,female : divorced/separated/married_Young
... < 100 DM,9,existing credits paid back duly till now,car (new),654,... < 100 DM,1 <= ... < 4 years,4,male : single,none,3,car or other,Young,none,own,1,unskilled - resident,1,no,yes,28,0,male : single_Young
no checking account,6,existing credits paid back duly till now,business,1238,unknown/no savings account,unemployed,4,male : single,none,4,building society savings agreement/life insurance,Early-Middle,none,own,1,management/self-employed/highly qualified employee/officer,2,yes,yes,36,1,male : single_Early-Middle
0 <= ... < 200 DM,18,critical account/other credits existing,domestic appliances,1245,... < 100 DM,1 <= ... < 4 years,4,male : married/widowed,none,2,car or other,Early-Middle,none,own,1,skilled employee/official,1,no,yes,33,0,male : married/widowed_Early-Middle
... < 100 DM,18,no credits taken/all credits paid back duly,radio/television,3114,... < 100 DM,... < 1 year,1,female : divorced/separated/married,none,4,building society savings agreement/life insurance,Young,none,rent,1,skilled employee/official,1,no,yes,26,0,female : divorced/separated/married_Young
no checking account,39,existing credits paid back duly till now,car (used),2569,500 <= ... < 1000 DM,1 <= ... < 4 years,4,male : single,none,4,car or other,Young,none,own,1,skilled employee/official,1,no,yes,24,1,male : single_Young
... >= 200 DM / salary for at least 1 year,24,existing credits paid back duly till now,domestic appliances,5152,... < 100 DM,4 <= ... < 7 years,4,male : single,none,2,car or other,Young,bank,own,1,skilled employee/official,1,no,yes,25,1,male : single_Young
0 <= ... < 200 DM,12,existing credits paid back duly till now,others,1037,100 <= ... < 500 DM,4 <= ... < 7 years,3,male : single,none,4,real estate,Early-Middle,none,own,1,unskilled - resident,1,no,yes,39,1,male : single_Early-Middle
... < 100 DM,15,critical account/other credits existing,radio/television,1478,... < 100 DM,... >= 7 years,4,male : single,none,4,car or other,Mid-Career,none,own,2,skilled employee/official,2,yes,yes,44,1,male : single_Mid-Career
0 <= ... < 200 DM,12,critical account/other credits existing,domestic appliances,3573,... < 100 DM,1 <= ... < 4 years,1,female : divorced/separated/married,none,1,real estate,Young,none,own,1,unskilled - resident,1,no,yes,23,1,female : divorced/separated/married_Young
0 <= ... < 200 DM,24,existing credits paid back duly till now,car (new),1201,... < 100 DM,... < 1 year,4,male : single,none,1,building society savings agreement/life insurance,Young,none,own,1,skilled employee/official,1,no,yes,26,1,male : single_Young
... < 100 DM,30,existing credits paid back duly till now,radio/television,3622,... >= 1000 DM,... >= 7 years,4,female : divorced/separated/married,none,4,building society savings agreement/life insurance,Late-Career,none,rent,2,skilled employee/official,1,yes,yes,57,1,female : divorced/separated/married_Late-Career
no checking account,15,delay in paying off in the past,radio/television,960,... >= 1000 DM,4 <= ... < 7 years,3,female : divorced/separated/married,none,2,building society savings agreement/life insurance,Young,none,own,2,skilled employee/official,1,no,yes,30,1,female : divorced/separated/married_Young
no checking account,12,critical account/other credits existing,car (new),1163,500 <= ... < 1000 DM,1 <= ... < 4 years,4,male : single,none,4,real estate,Mid-Career,none,own,1,skilled employee/official,1,yes,yes,44,1,male : single_Mid-Career
0 <= ... < 200 DM,6,delay in paying off in the past,car (new),1209,... < 100 DM,unemployed,4,male : single,none,4,building society savings agreement/life insurance,Mid-Career,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,47,0,male : single_Mid-Career
